Todays_Low,Todays_High,Open_Price,Prev_Close,52_Week_Low,52_Week_High,Volume,Avg_Price,Is_Good_To_Buy
634.63,1260.49,969.61,1128.97,729.88,1917.74,2676196,947.56,1
796.68,797.68,796.69,797.07,791.61,1411.58,1079835,797.18,1
1433.12,1508.29,1463.6,1490.0,780.1,1212.08,973539,1470.7,0
644.59,645.59,645.26,644.88,507.85,1442.71,3725270,645.09,1
709.46,710.46,710.19,709.77,474.02,1813.59,2173584,709.96,1
706.41,707.41,686.76,678.21,581.76,1941.78,256734,706.91,0
609.88,762.46,735.53,759.76,680.38,1482.61,874428,686.17,0
520.69,521.69,487.6,472.24,605.99,1895.03,413518,521.19,0
540.64,541.64,533.01,502.57,503.24,1225.12,130054,541.14,0
982.5,1153.34,1003.14,990.87,503.56,1997.89,4287001,1067.92,1
731.46,732.46,731.72,731.94,665.32,1735.57,3262360,731.96,1
1005.67,1493.33,1102.49,1374.87,526.5,1640.82,4413706,1249.5,1
1010.45,1011.45,1011.29,1010.77,447.85,1751.29,1944863,1010.95,1
609.42,1390.86,1376.76,1361.58,757.78,1733.55,671320,1000.14,0
727.88,728.88,719.55,698.13,436.04,1740.05,693568,728.38,0
776.17,1126.28,1008.23,832.87,412.02,1524.42,4161894,951.22,1
820.86,821.86,810.97,812.06,736.07,1982.57,570839,821.36,0
571.3,572.3,538.26,560.83,532.43,1804.19,924773,571.8,0
859.84,860.84,860.53,860.18,672.82,1454.95,2419134,860.34,1
694.67,695.67,695.64,695.19,419.67,1289.6,4672710,695.17,1
655.2,656.2,655.43,655.23,567.24,1959.5,3825230,655.7,1
537.63,538.63,538.51,538.56,512.29,1780.12,4371620,538.13,1
598.95,873.84,866.64,828.06,725.41,1752.34,632824,736.4,0
894.13,895.13,869.4,889.12,568.75,1275.51,280750,894.63,0
600.9,1005.96,956.45,972.88,797.18,1875.4,759182,803.43,0
612.79,613.79,613.78,613.59,429.66,1710.65,2114394,613.29,1
835.08,836.08,801.1,816.6,565.46,1413.18,337467,835.58,0
1069.65,1073.9,1047.28,1064.33,645.83,1265.2,644008,1071.78,0
527.43,1502.35,1498.72,1469.72,563.28,1409.64,294626,1014.89,0
894.33,895.33,894.45,894.61,602.84,1207.09,1452678,894.83,1
890.05,891.05,890.5,890.77,586.25,1352.41,3317290,890.55,1
520.77,521.77,521.52,521.25,714.14,1334.92,3579731,521.27,1
870.86,1344.98,1303.03,1303.53,635.48,1504.71,943411,1107.92,0
560.18,1108.16,956.41,667.38,689.32,1360.71,3667071,834.17,1
1043.03,1044.03,1043.64,1043.19,683.55,1574.31,3395219,1043.53,1
1000.41,1153.14,1101.53,1134.12,765.6,1718.58,1603212,1076.78,1
918.34,919.34,919.03,918.46,587.59,1640.39,1413240,918.84,1
640.22,1400.65,888.58,1031.01,771.33,1371.74,3513384,1020.44,1
508.64,1440.33,1406.01,1413.37,481.52,1832.52,215740,974.48,0
927.39,968.41,959.44,965.53,494.32,1654.88,4126804,947.9,1
721.65,1178.51,731.92,942.75,559.68,1355.35,3327407,950.08,1
1287.69,1288.69,1259.14,1256.78,607.52,1292.18,497860,1288.19,0
983.0,1446.77,1440.93,1427.44,784.37,1939.64,206030,1214.88,0
758.29,776.87,766.18,772.54,554.32,1981.44,933064,767.58,0
1239.01,1240.01,1240.01,1239.5,541.06,1708.63,1870648,1239.51,1
675.32,1334.68,1293.59,1326.48,532.43,1903.34,435490,1005.0,0
524.04,1348.22,701.54,1169.29,442.78,1612.84,2539137,936.13,1
666.53,1404.92,1190.77,1154.33,680.6,1979.44,4904362,1035.72,1
629.64,630.64,630.58,630.52,554.41,1831.85,3457386,630.14,1
842.37,1284.98,1248.71,1249.09,405.16,1524.63,241983,1063.68,0
1380.79,1450.97,1387.04,1386.46,525.71,1305.43,1945799,1415.88,1
507.1,1114.37,978.41,665.58,470.43,1571.56,4158752,810.73,1
658.14,1295.67,1202.77,798.15,496.02,1893.57,3977900,976.9,1
742.67,951.72,941.25,944.34,762.85,1959.5,158584,847.2,0
713.02,753.38,718.79,733.46,728.58,1417.33,688570,733.2,0
1136.05,1137.05,1136.11,1136.08,473.4,1498.33,3149153,1136.55,1
757.03,758.03,757.5,757.16,652.99,1971.44,1614107,757.53,1
716.15,717.15,716.31,716.69,473.54,1462.47,4008801,716.65,1
538.46,781.17,544.47,592.19,483.06,1688.42,2920088,659.82,1
833.05,834.05,833.9,833.23,576.61,1359.36,1003189,833.55,1
534.8,535.8,523.55,518.19,586.04,1712.88,144782,535.3,0
1172.79,1538.84,1433.74,1468.9,790.2,1584.04,3400792,1355.82,1
619.88,634.74,632.01,621.99,554.62,1276.38,2311904,627.31,1
1317.47,1318.47,1317.86,1317.59,799.93,1743.47,4891255,1317.97,1
673.53,691.15,676.5,687.55,699.75,1451.25,1548123,682.34,1
545.18,821.64,779.04,780.64,605.78,1820.34,558148,683.41,0
1280.15,1461.61,1412.17,1414.56,555.23,1640.49,283274,1370.88,0
867.51,868.51,848.65,862.31,628.14,1809.69,776273,868.01,0
1413.11,1414.11,1366.73,1380.06,799.65,1528.38,523778,1413.61,0
577.29,578.29,577.9,577.69,516.2,1391.33,4389070,577.79,1
873.72,1121.18,890.3,950.24,490.02,1713.75,3744757,997.45,1
1191.96,1335.81,1234.16,1277.63,730.79,1768.46,2057413,1263.88,1
1390.86,1410.0,1390.73,1360.13,458.93,1475.87,372355,1400.43,0
1070.71,1071.71,1050.0,1028.84,424.57,1708.55,554143,1071.21,0
591.49,592.49,591.86,591.56,676.68,1877.67,1638563,591.99,1
557.38,1451.93,1405.69,1447.61,621.0,1621.26,798276,1004.66,0
799.06,913.03,831.35,804.92,518.43,1759.05,4953472,856.04,1
619.57,1415.73,1408.77,1412.17,565.25,1438.51,305256,1017.65,0
827.55,828.55,809.54,798.16,544.29,1285.53,536553,828.05,0
751.42,1304.59,1065.96,1059.3,534.03,1974.63,1982688,1028.0,1
602.38,603.38,570.89,573.91,695.69,1806.49,864273,602.88,0
670.96,671.96,642.66,623.39,773.69,1818.31,710845,671.46,0
735.15,736.15,720.55,688.96,666.87,1252.62,329132,735.65,0
1056.39,1102.89,1075.03,1094.87,748.58,1501.65,700946,1079.64,0
510.77,511.77,511.75,511.05,760.5,1214.87,4668874,511.27,1
1322.01,1323.01,1297.29,1290.61,555.24,1836.59,538745,1322.51,0
809.95,810.95,801.69,788.97,476.24,1916.67,707745,810.45,0
878.76,879.76,875.09,853.22,787.48,1668.71,388679,879.26,0
624.03,1439.36,1038.33,768.18,656.36,1340.82,2163749,1031.7,1
973.17,974.17,955.9,946.51,476.44,1455.18,547751,973.67,0
1047.63,1048.63,1048.46,1047.65,753.32,1368.87,2453150,1048.13,1
611.87,612.87,612.35,612.25,460.32,1774.55,1157550,612.37,1
700.57,772.52,754.72,766.85,419.56,1722.96,621119,736.54,0
789.88,790.88,790.2,790.44,539.71,1869.14,4055628,790.38,1
838.11,839.11,838.53,838.44,495.67,1723.39,4247787,838.61,1
1126.67,1127.67,1127.17,1127.46,651.76,1848.05,3158700,1127.17,1
621.92,996.73,995.35,948.02,796.71,1671.76,190617,809.32,0
654.33,655.33,615.74,653.46,519.92,1883.42,692536,654.83,0
600.2,601.2,560.7,592.98,710.43,1586.83,352249,600.7,0
686.88,687.88,687.09,687.27,530.41,1496.35,1596276,687.38,1
897.59,1377.04,979.96,1359.99,630.04,1523.85,4171124,1137.32,1
1383.7,1534.06,1516.93,1522.55,500.83,1294.9,941896,1458.88,0
660.08,1509.01,719.56,947.55,516.88,1239.56,2518412,1084.54,1
1197.29,1389.44,1381.95,1342.1,539.08,1942.67,952506,1293.36,0
1009.28,1231.59,1206.61,1054.56,621.71,1953.38,4953145,1120.44,1
1042.09,1043.09,1008.76,1018.55,541.77,1959.87,381975,1042.59,0
500.41,918.87,881.85,770.37,457.12,1385.37,1144247,709.64,1
712.82,1019.25,1002.18,983.66,575.55,1728.49,869941,866.04,0
1029.11,1368.27,1342.61,1340.61,768.08,1427.08,756518,1198.69,0
873.41,874.41,874.15,873.92,406.46,1722.42,3620414,873.91,1
1119.11,1120.11,1094.17,1107.84,466.11,1329.72,407413,1119.61,0
1294.75,1295.75,1292.67,1272.2,435.05,1831.17,485722,1295.25,0
717.71,1499.76,1455.3,1498.21,714.93,1478.79,694636,1108.74,0
599.01,1196.51,800.33,914.42,686.22,1850.58,3154887,897.76,1
674.77,1096.48,944.83,788.25,724.92,1542.1,1508042,885.62,1
675.95,676.95,676.29,676.87,438.9,1893.34,1061846,676.45,1
671.23,672.23,672.01,671.6,442.6,1440.99,4886111,671.73,1
1089.81,1090.81,1077.64,1047.44,558.23,1934.54,109417,1090.31,0
560.37,561.37,560.73,560.56,766.88,1727.59,3120209,560.87,1
809.45,810.45,809.49,809.56,763.15,1289.07,1372579,809.95,1
598.81,599.81,598.31,588.89,479.6,1335.78,561112,599.31,0
1268.3,1269.3,1238.61,1258.31,783.22,1575.3,625425,1268.8,0
576.84,1309.62,1011.73,711.52,600.99,1589.79,1260611,943.23,1
522.42,1387.37,1356.48,1344.77,436.89,1811.72,580691,954.9,0
1213.63,1470.97,1454.56,1451.74,672.58,1425.73,437442,1342.3,0
722.91,1401.3,1375.74,1389.74,446.52,1668.82,521415,1062.1,0
618.11,619.11,587.76,590.8,470.12,1229.66,932976,618.61,0
554.48,555.48,506.88,546.03,488.98,1295.5,214567,554.98,0
580.63,1160.51,592.59,594.81,774.6,1553.58,3553136,870.57,1
1034.91,1223.23,1204.05,1199.72,595.51,1334.13,436500,1129.07,0
521.78,1410.89,1385.6,1401.59,744.08,1663.17,156707,966.34,0
827.83,828.83,828.16,828.57,464.45,1215.86,3648958,828.33,1
717.48,1486.87,1347.79,755.37,753.55,1560.61,1677714,1102.18,1
615.27,616.27,609.33,566.29,745.74,1956.95,194612,615.77,0
675.65,1110.68,1095.75,1082.14,566.93,1536.45,191263,893.16,0
756.65,757.65,731.28,711.0,425.43,1881.24,630368,757.15,0
599.76,600.76,600.62,600.43,485.89,1748.26,1042535,600.26,1
505.01,1254.1,1027.03,958.59,695.96,1730.48,3481600,879.56,1
1145.47,1146.47,1146.35,1145.76,606.29,1972.62,3906053,1145.97,1
751.8,752.8,717.27,729.92,598.98,1222.98,871773,752.3,0
591.93,592.93,592.02,592.03,771.41,1320.09,1519032,592.43,1
734.09,1002.31,935.07,870.28,451.93,1516.18,1212195,868.2,1
904.8,905.8,873.03,862.96,498.62,1999.49,535700,905.3,0
1246.27,1317.71,1305.91,1290.12,537.48,1909.7,4689755,1281.99,1
811.86,812.86,800.56,804.75,459.42,1978.15,537935,812.36,0
874.55,1200.26,949.75,1109.03,519.13,1764.76,2654354,1037.4,1
1321.65,1440.23,1412.38,1414.31,421.77,1805.05,409265,1380.94,0
556.93,591.03,579.79,557.88,724.16,1504.34,3895760,573.98,1
760.19,761.19,749.45,754.52,562.92,1659.49,972429,760.69,0
668.28,896.12,875.75,861.46,632.48,1716.83,937308,782.2,0
1069.76,1085.41,1044.47,1052.63,640.69,1845.28,510088,1077.58,0
716.21,717.21,716.47,717.16,475.77,1748.4,3444833,716.71,1
992.54,1131.76,1103.29,1097.19,640.71,1802.04,180098,1062.15,0
927.37,1098.19,1057.74,956.73,632.65,1717.09,1716579,1012.78,1
532.53,951.37,920.9,912.81,679.14,1797.34,661662,741.95,0
602.11,603.11,602.58,602.46,557.57,1203.87,2947136,602.61,1
754.23,1314.24,1288.18,1277.47,472.73,1496.09,953972,1034.24,0
524.32,525.32,524.59,525.17,451.04,1605.29,1862525,524.82,1
656.56,1296.83,1273.57,1276.46,587.23,1771.62,791815,976.7,0
546.82,617.22,611.15,551.51,656.87,1239.72,3258765,582.02,1
891.15,892.15,891.55,891.84,567.06,1377.77,1652882,891.65,1
718.72,972.76,781.99,742.75,639.46,1715.76,1182089,845.74,1
527.15,528.15,527.51,527.19,585.7,1743.23,2861875,527.65,1
601.32,809.89,761.29,808.58,419.62,1973.39,320947,705.6,0
679.55,1395.87,756.09,1264.15,580.37,1598.89,3539535,1037.71,1
903.08,904.08,903.73,903.51,602.35,1473.37,4254678,903.58,1
650.47,651.47,650.58,651.28,620.43,1261.36,1791390,650.97,1
792.39,793.39,772.44,774.26,581.44,1537.49,756293,792.89,0
933.97,934.97,934.85,934.32,680.98,1707.82,2083110,934.47,1
536.96,537.96,537.01,537.54,604.81,1962.34,4464541,537.46,1
978.02,1532.54,1215.16,1313.43,520.58,1700.44,1523353,1255.28,1
1043.46,1044.46,1044.4,1043.91,420.07,1740.09,4938487,1043.96,1
1178.96,1218.27,1192.03,1214.36,792.45,1548.32,1719427,1198.62,1
610.96,1363.55,762.96,949.72,606.64,1207.83,1831184,987.26,1
526.18,527.18,506.68,479.56,608.49,1865.6,378191,526.68,0
683.64,1178.78,1165.23,1146.98,679.82,1984.09,355172,931.21,0
529.78,530.78,529.97,529.96,674.99,1663.32,1654655,530.28,1
991.85,992.85,992.77,992.09,687.06,1495.5,4893480,992.35,1
1154.43,1514.18,1208.42,1164.77,425.17,1553.43,2052266,1334.3,1
1183.14,1446.55,1401.53,1432.98,757.03,1676.85,168133,1314.84,0
1062.89,1063.89,1039.76,1035.37,737.82,1391.25,971917,1063.39,0
973.01,974.01,973.67,973.4,519.12,1324.09,3984251,973.51,1
553.17,554.17,538.99,519.06,748.89,1873.13,476701,553.67,0
1042.8,1232.94,1097.21,1170.0,536.57,1222.15,3297660,1137.87,1
948.78,1156.95,951.07,1129.37,674.57,1381.73,4834247,1052.86,1
697.34,1404.91,1155.09,1192.49,482.99,1909.55,3655539,1051.12,1
835.91,1402.22,1399.83,1369.49,408.42,1551.23,857171,1119.06,0
722.78,892.18,750.71,730.17,630.42,1632.69,3687999,807.48,1
950.84,951.84,941.12,939.76,500.83,1825.67,766844,951.34,0
1089.64,1090.64,1041.72,1057.74,483.08,1602.82,253360,1090.14,0
625.54,723.27,682.51,716.04,430.82,1319.88,2775265,674.4,1
632.66,648.96,644.46,644.11,762.3,1412.93,1427536,640.81,1
621.89,622.89,619.87,604.42,459.36,1505.2,587409,622.39,0
899.78,900.78,878.11,896.87,457.7,1773.07,289131,900.28,0
565.7,566.7,526.42,553.84,731.05,1286.15,591876,566.2,0
724.72,725.72,725.61,725.61,451.45,1404.17,1258766,725.22,1
515.63,1216.8,1188.89,1195.18,418.54,1886.23,132497,866.21,0
781.73,998.45,975.7,980.57,638.83,1220.47,268628,890.09,0
1147.12,1148.12,1133.42,1113.96,482.77,1276.37,463262,1147.62,0
751.38,752.38,751.94,751.54,711.19,1330.34,2316053,751.88,1
921.6,922.6,911.88,910.23,726.63,1764.16,167424,922.1,0
1076.49,1077.49,1076.7,1076.93,558.63,1280.71,1639255,1076.99,1
500.54,540.3,515.35,534.29,557.82,1413.61,2902173,520.42,1
1098.41,1099.41,1097.23,1070.18,684.85,1339.57,585702,1098.91,0
727.44,728.44,728.19,727.5,520.43,1295.16,2712659,727.94,1
697.31,698.31,697.5,697.69,677.87,1814.62,3328153,697.81,1
764.83,765.83,732.59,762.16,753.73,1451.08,675681,765.33,0
1038.34,1039.34,1039.04,1038.55,417.55,1625.2,4714892,1038.84,1
560.33,1328.45,1313.12,1320.07,644.46,1747.39,196881,944.39,0
899.32,1215.85,951.29,998.27,681.19,1205.12,2770064,1057.58,1
1250.46,1452.29,1388.1,1259.22,796.04,1988.02,3138041,1351.38,1
985.45,1444.9,1143.38,1027.83,739.59,1222.1,2981156,1215.18,1
643.35,696.23,694.56,662.78,432.37,1287.15,367727,669.79,0
947.15,1517.85,1477.07,1473.48,471.97,1206.97,416849,1232.5,0
1064.12,1065.12,1064.4,1064.72,612.08,1806.02,3265130,1064.62,1
1323.33,1324.33,1310.48,1283.41,524.17,1852.39,426056,1323.83,0
516.86,1542.91,948.07,1141.64,488.22,1762.25,1343442,1029.88,1
1220.34,1541.08,1507.68,1539.59,653.42,1488.65,249476,1380.71,0
573.51,681.95,667.67,681.18,694.91,1533.9,326822,627.73,0
1297.41,1391.03,1382.94,1384.5,655.58,1256.74,283235,1344.22,0
937.15,938.15,914.12,915.12,512.82,1242.37,664837,937.65,0
608.85,609.85,600.91,562.09,687.19,1875.24,788705,609.35,0
779.98,780.98,763.75,758.44,479.26,1784.45,813202,780.48,0
1191.47,1192.47,1160.37,1191.81,511.96,1661.89,616661,1191.97,0
728.24,1039.6,1021.27,762.56,555.77,1468.22,1665620,883.92,1
850.93,851.93,844.53,823.58,633.6,1551.65,892011,851.43,0
1033.72,1191.81,1107.76,1149.12,748.82,1613.25,2826333,1112.76,1
665.46,666.46,665.79,665.5,546.57,1518.66,1453109,665.96,1
1246.69,1247.69,1234.67,1229.38,738.74,1652.24,250950,1247.19,0
843.12,844.12,843.15,843.39,709.19,1969.56,2747103,843.62,1
867.77,868.77,848.87,832.69,465.27,1715.77,442045,868.27,0
1051.9,1052.9,1052.02,1052.4,568.26,1477.66,2050804,1052.4,1
1029.93,1500.86,1164.02,1163.94,758.7,1385.87,2333889,1265.4,1
576.97,853.23,789.14,693.28,469.26,1745.57,1606406,715.1,1
806.73,807.73,807.12,806.91,514.86,1548.37,4011093,807.23,1
634.55,932.02,889.5,925.44,509.84,1794.83,665937,783.28,0
576.82,684.63,642.8,639.17,444.75,1891.37,659914,630.72,0
536.81,1353.35,823.78,1289.81,464.37,1369.89,3440199,945.08,1
610.07,765.29,744.73,728.48,434.31,1533.05,260432,687.68,0
611.16,612.16,609.3,598.69,704.47,1869.08,578049,611.66,0
1038.72,1502.49,1257.06,1056.91,451.53,1610.86,3834698,1270.6,1
1309.55,1434.2,1425.34,1418.28,467.86,1631.48,333884,1371.88,0
706.84,1020.82,800.78,806.48,438.45,1281.98,3509017,863.83,1
1027.96,1364.27,1326.96,1360.63,617.66,1248.3,979451,1196.12,0
749.83,750.83,737.46,733.74,642.66,1338.28,269008,750.33,0
1402.76,1519.36,1478.31,1508.04,446.79,1731.8,3529322,1461.06,1
578.63,810.05,789.91,770.06,482.66,1722.26,239689,694.34,0
824.04,825.04,785.44,804.62,529.82,1551.78,231980,824.54,0
546.14,1272.17,1222.4,1239.95,613.45,1274.49,840297,909.16,0
815.01,1118.12,1089.28,1079.69,491.24,1556.72,565641,966.56,0
970.53,971.53,958.13,926.61,614.0,1918.08,154373,971.03,0
726.12,1336.08,1122.25,885.14,543.53,1318.26,2786268,1031.1,1
543.51,720.43,716.13,706.66,437.87,1341.96,627807,631.97,0
1040.81,1532.88,1299.73,1507.24,446.56,1673.76,4356287,1286.84,1
516.15,517.15,516.61,516.32,410.34,1966.54,3877147,516.65,1
527.78,1407.87,660.01,1233.98,795.2,1803.28,2245102,967.82,1
745.26,1258.63,1251.73,1214.44,441.91,1516.47,669830,1001.94,0
1340.96,1368.8,1353.61,1346.48,431.26,1730.52,1108679,1354.88,1
530.49,531.49,482.96,486.77,648.23,1342.79,982720,530.99,0
834.93,987.4,977.45,877.44,700.29,1395.88,4276127,911.16,1
1341.34,1486.22,1471.31,1445.61,798.18,1799.65,851039,1413.78,0
839.58,1548.3,1514.44,1500.25,589.93,1768.63,307161,1193.94,0
1215.1,1303.84,1252.14,1287.9,705.94,1533.62,2197240,1259.47,1
1061.84,1062.84,1062.21,1062.47,542.1,1808.64,3025930,1062.34,1
521.82,522.82,522.33,522.14,453.24,1200.96,3519975,522.32,1
528.09,899.09,856.61,866.66,539.66,1562.84,252011,713.59,0
525.71,1491.18,1489.24,1462.37,499.35,1526.84,909412,1008.44,0
541.66,542.66,509.34,505.18,721.36,1335.05,283442,542.16,0
620.44,1204.49,1190.69,1168.68,679.63,1869.63,141480,912.46,0
715.3,716.3,715.36,715.75,642.48,1576.4,1242733,715.8,1
572.29,573.29,535.06,567.58,432.34,1488.91,432706,572.79,0
624.07,625.07,624.1,624.85,665.25,1318.8,2928373,624.57,1
895.94,1119.06,1109.22,1103.14,596.64,1655.02,210349,1007.5,0
1007.89,1008.89,997.68,969.91,439.53,1450.21,266364,1008.39,0
871.86,872.86,872.77,872.82,437.78,1879.57,3819737,872.36,1
868.25,1197.95,972.93,1071.19,603.99,1764.14,1648597,1033.1,1
1271.2,1473.16,1300.37,1421.44,666.12,1656.27,2672361,1372.18,1
712.04,1115.72,1050.55,1075.52,772.72,1796.33,4933722,913.88,1
510.96,1212.23,1197.92,717.77,578.16,1368.1,3407524,861.6,1
926.1,927.1,926.19,926.14,530.13,1345.05,2260910,926.6,1
908.58,1199.15,1163.83,1185.29,670.07,1255.99,726949,1053.86,0
801.82,802.82,802.45,802.7,716.13,1555.58,2131310,802.32,1
540.71,541.71,541.6,540.81,738.27,1381.33,3810448,541.21,1
828.3,829.3,829.2,828.67,409.33,1744.02,4221951,828.8,1
876.63,903.73,885.15,870.73,421.31,1718.21,263208,890.18,0
959.76,995.58,980.72,982.68,445.31,1788.95,480531,977.67,0
750.36,1526.77,1519.94,1506.5,621.87,1380.7,135319,1138.56,0
596.17,597.17,596.26,596.38,576.78,1716.04,1191110,596.67,1
1142.66,1542.67,1522.87,1494.49,723.02,1805.07,317585,1342.66,0
530.12,823.88,806.86,792.41,665.11,1891.68,702789,677.0,0
617.35,618.35,578.0,612.57,726.49,1529.43,281065,617.85,0
543.85,544.85,523.19,541.73,599.91,1861.95,113892,544.35,0
869.61,1367.99,1360.35,1321.42,592.11,1917.69,208269,1118.8,0
679.69,680.69,666.19,649.3,509.53,1767.17,816516,680.19,0
845.67,846.67,846.58,846.41,442.96,1811.9,2410139,846.17,1
669.3,1078.46,1053.85,1053.63,650.62,1682.26,982244,873.88,0
509.26,510.26,509.41,509.27,717.47,1420.51,3190693,509.76,1
736.34,737.34,735.06,710.08,625.34,1907.67,476048,736.84,0
584.69,585.69,585.34,585.5,450.34,1351.97,1657900,585.19,1
687.16,688.16,687.43,687.22,434.43,1451.45,4751720,687.66,1
1135.34,1136.34,1135.8,1135.39,737.66,1260.78,2676503,1135.84,1
1152.45,1153.45,1153.2,1153.1,780.22,1896.93,2868103,1152.95,1
675.7,740.22,718.32,703.21,505.98,1887.64,174114,707.96,0
869.58,870.58,869.78,870.06,766.62,1948.01,3163757,870.08,1
1155.78,1156.78,1155.96,1156.56,408.03,1644.55,3738602,1156.28,1
1039.87,1480.21,1365.56,1357.35,697.58,1450.42,1051618,1260.04,1
617.0,1311.02,1091.92,994.7,750.41,1481.39,1413479,964.01,1
905.76,906.76,876.73,886.85,404.59,1279.15,317557,906.26,0
1059.01,1239.88,1089.98,1179.16,503.13,1520.34,4281799,1149.45,1
1318.18,1374.22,1361.38,1342.82,498.34,1885.93,2263034,1346.2,1
776.51,865.5,828.86,814.6,707.18,1589.17,4043213,821.0,1
981.04,982.04,981.92,981.1,590.83,1542.95,4232580,981.54,1
600.7,601.7,594.7,565.89,459.6,1753.44,854503,601.2,0
869.01,1234.29,1214.49,1216.24,470.84,1712.72,579397,1051.65,0
1160.89,1161.89,1161.21,1161.23,746.78,1346.27,3320338,1161.39,1
852.85,1125.61,1089.05,1086.56,460.58,1956.28,860982,989.23,0
586.3,696.8,649.41,648.65,636.57,1364.77,673724,641.55,0
565.75,566.75,535.25,536.08,686.01,1555.65,429345,566.25,0
1107.52,1173.92,1116.61,1119.56,579.54,1939.31,1463205,1140.72,1
565.26,566.26,565.49,566.11,757.32,1546.54,1389127,565.76,1
648.21,649.21,604.84,605.43,722.78,1644.93,700959,648.71,0
676.43,677.43,676.91,676.91,519.91,1395.7,1630910,676.93,1
609.81,654.02,635.51,618.23,554.45,1582.02,1387808,631.92,1
1112.12,1113.12,1100.69,1106.5,420.16,1274.13,708400,1112.62,0
573.15,1198.23,1167.21,1164.98,468.29,1356.93,594871,885.69,0
1060.36,1061.36,1058.51,1059.0,779.17,1812.12,841139,1060.86,0
1320.99,1321.99,1321.26,1321.15,611.15,1390.76,1428312,1321.49,1
813.86,913.85,909.61,876.75,432.41,1249.87,188708,863.86,0
853.7,1434.23,1388.46,1260.09,734.75,1447.56,3690032,1143.97,1
1185.97,1216.19,1203.58,1212.91,603.87,1856.43,244348,1201.08,0
661.56,662.56,658.97,646.98,701.43,1208.05,710735,662.06,0
628.84,629.84,587.81,617.17,642.05,1824.24,392728,629.34,0
673.59,863.39,858.12,824.13,612.87,1210.76,193977,768.49,0
830.3,1029.82,1011.95,1002.88,563.46,1565.22,160796,930.06,0
584.48,733.92,711.98,589.32,767.46,1930.0,2948517,659.2,1
791.55,792.55,792.13,792.11,552.97,1667.5,3014165,792.05,1
820.48,821.48,816.36,784.88,414.15,1801.32,843767,820.98,0
535.21,1296.75,1265.22,1264.03,675.68,1818.05,695580,915.98,0
870.1,1020.49,929.99,1007.94,462.83,1804.58,2887370,945.3,1
930.88,931.88,931.18,931.54,483.2,1594.28,2099571,931.38,1
833.58,1429.12,1393.12,1384.25,705.94,1469.8,334042,1131.35,0
1288.94,1289.94,1261.24,1285.63,708.07,1291.99,951918,1289.44,0
710.61,711.61,710.92,711.05,523.96,1217.04,4446679,711.11,1
1020.35,1021.35,1021.04,1021.07,768.89,1431.76,4474567,1020.85,1
693.87,694.87,694.61,694.4,776.76,1285.25,3616294,694.37,1
1284.27,1285.27,1284.59,1284.97,428.79,1862.84,2347709,1284.77,1
743.03,1426.85,764.1,1115.09,797.4,1836.23,2247579,1084.94,1
595.67,596.67,556.07,557.8,676.04,1617.81,672688,596.17,0
660.98,1444.66,1352.79,1401.65,463.03,1862.61,2887965,1052.82,1
635.41,636.41,598.73,614.18,639.42,1291.02,524651,635.91,0
973.98,1396.62,1388.19,1161.47,605.17,1867.46,2865736,1185.3,1
559.48,1097.1,1068.15,1078.01,618.45,1928.52,701917,828.29,0
1215.29,1216.29,1216.01,1215.47,687.78,1597.1,1411601,1215.79,1
1401.58,1407.67,1403.17,1405.61,771.3,1408.94,2945683,1404.62,1
957.14,1449.99,1429.87,1438.22,613.09,1477.92,163209,1203.56,0
1199.27,1200.27,1199.4,1199.37,494.06,1489.59,4489757,1199.77,1
601.81,1024.55,1010.9,985.24,531.06,1411.58,431137,813.18,0
602.66,603.66,602.99,602.79,749.29,1581.95,1063736,603.16,1
966.69,967.69,967.52,966.98,736.5,1277.36,2747136,967.19,1
889.54,1240.28,1075.81,1210.5,575.96,1574.79,1483316,1064.91,1
865.26,1044.15,968.36,889.98,710.13,1744.45,4453368,954.7,1
1279.58,1280.58,1279.95,1280.58,760.86,1939.71,1305086,1280.08,1
932.77,933.77,895.8,897.07,654.82,1916.59,238991,933.27,0
936.67,1505.05,1481.92,1482.66,727.58,1866.82,595582,1220.86,0
964.74,965.74,965.52,964.81,501.55,1614.11,3670897,965.24,1
834.23,835.23,834.3,834.31,419.02,1570.78,2223513,834.73,1
528.97,1137.74,952.83,959.74,696.31,1992.49,4366785,833.36,1
751.68,752.68,740.45,714.6,770.34,1381.81,221831,752.18,0
620.44,1031.15,1001.79,986.62,482.24,1315.04,925687,825.8,0
600.7,601.7,585.68,571.27,709.39,1388.32,167036,601.2,0
627.6,784.01,627.91,758.07,669.86,1330.89,4488571,705.8,1
1006.84,1453.13,1412.94,1441.16,536.78,1231.13,518892,1229.99,0
627.93,628.93,622.62,581.48,458.67,1683.81,208130,628.43,0
660.32,661.32,660.99,660.4,655.67,1308.83,2477147,660.82,1
1243.39,1538.45,1512.74,1513.93,688.41,1659.24,762754,1390.92,0
1228.14,1247.36,1230.01,1247.0,522.03,1875.44,1282404,1237.75,1
964.99,965.99,949.54,959.77,749.85,1735.07,434306,965.49,0
542.73,1114.18,791.85,639.42,520.27,1628.39,3277256,828.46,1
998.57,1299.37,1276.46,1276.92,677.5,1548.34,568945,1148.97,0
1416.68,1504.65,1460.09,1466.76,671.28,1602.08,683440,1460.66,0
679.63,952.05,949.25,934.29,425.98,1802.75,788306,815.84,0
1371.8,1464.48,1372.31,1437.89,442.18,1565.39,4747025,1418.14,1
